package,date,time
com.gpsserver.gpstracker,"Mar 21, 2017",17:25:34
com.gpsserver.gpstracker,"Mar 21, 2017",17:25:34
com.gpsserver.gpstracker,"Mar 21, 2017",17:25:34
com.gpsserver.gpstracker,"Mar 21, 2017",17:26:14
com.gpsserver.gpstracker,"Mar 21, 2017",17:26:14
com.gpsserver.gpstracker,"Mar 21, 2017",17:26:14
com.gpsserver.gpstracker,"Mar 21, 2017",17:26:14
com.gpsserver.gpstracker,"Mar 21, 2017",17:26:14
com.gpsserver.gpstracker,"Mar 21, 2017",17:26:14
com.gpsserver.gpstracker,"Mar 21, 2017",17:26:54
com.gpsserver.gpstracker,"Mar 21, 2017",17:26:54
com.gpsserver.gpstracker,"Mar 21, 2017",17:26:54
com.gpsserver.gpstracker,"Mar 21, 2017",17:26:54
com.gpsserver.gpstracker,"Mar 21, 2017",17:26:54
com.gpsserver.gpstracker,"Mar 21, 2017",17:26:54
com.gpsserver.gpstracker,"Mar 21, 2017",17:27:34
com.gpsserver.gpstracker,"Mar 21, 2017",17:27:34
com.gpsserver.gpstracker,"Mar 21, 2017",17:27:34
com.gpsserver.gpstracker,"Mar 21, 2017",17:27:34
com.gpsserver.gpstracker,"Mar 21, 2017",17:27:34
com.gpsserver.gpstracker,"Mar 21, 2017",17:27:34
com.gpsserver.gpstracker,"Mar 21, 2017",17:28:14
com.gpsserver.gpstracker,"Mar 21, 2017",17:28:14
com.gpsserver.gpstracker,"Mar 21, 2017",17:28:14
com.gpsserver.gpstracker,"Mar 21, 2017",17:28:14
com.gpsserver.gpstracker,"Mar 21, 2017",17:28:14
com.gpsserver.gpstracker,"Mar 21, 2017",17:28:14
com.gpsserver.gpstracker,"Mar 21, 2017",17:28:54
com.gpsserver.gpstracker,"Mar 21, 2017",17:28:54
com.gpsserver.gpstracker,"Mar 21, 2017",17:28:54
com.gpsserver.gpstracker,"Mar 21, 2017",17:28:54
com.gpsserver.gpstracker,"Mar 21, 2017",17:28:54
com.gpsserver.gpstracker,"Mar 21, 2017",17:28:54
com.gpsserver.gpstracker,"Mar 21, 2017",17:29:35
com.gpsserver.gpstracker,"Mar 21, 2017",17:29:37
com.gpsserver.gpstracker,"Mar 21, 2017",17:29:37
com.gpsserver.gpstracker,"Mar 21, 2017",17:29:37
com.gpsserver.gpstracker,"Mar 21, 2017",17:29:37
com.gpsserver.gpstracker,"Mar 21, 2017",17:29:37
com.live.tracker,"Mar 21, 2017",17:32:06
com.live.tracker,"Mar 21, 2017",17:32:06
com.smsquare.nearbybuddy,"Mar 21, 2017",21:32:55
package,count(*)
com.example.vishal.deviceapp,4
com.facebook.lite,3
com.foxbyte.destinationalarm,2
com.gpscoordinatesandlocation,2
com.gpsserver.gpstracker,432
com.live.tracker,12
com.smartmobsolutions.android.whereami,7
com.smsquare.nearbybuddy,1
com.ventureGPSFree,18
figuig.live_location,2
goldenshorestechnologies.brightestflashlight.free,2
mg.locations.track5,14
